Gene Symbol /Region Name,HGNC/Dosage ID,GRCh37,GRCh38,HI Score,TS Score,LastEvaluated Date
RIPK4,HGNC:496,21:43159533-43187212,21:41739373-41767052,AutosomalRecessive,NoEvidence,8/22/2016
RMND1,HGNC:21176,6:151725897-151773261,6:151404762-151452126,AutosomalRecessive,NoEvidence,8/22/2016
RMRP,HGNC:10031,9:35657748-35658015,9:35657750-35658019,AutosomalRecessive,,8/22/2016
RNASEH2A,HGNC:18518,19:12917398-12924454,19:12806584-12813640,AutosomalRecessive,,8/22/2016
RNF168,HGNC:26661,3:196195654-196230639,3:196468783-196503768,AutosomalRecessive,NoEvidence,8/22/2016
ROBO3,HGNC:13433,11:124735328-124751367,11:124865432-124881471,AutosomalRecessive,NoEvidence,8/22/2016
ROGDI,HGNC:29478,16:4846969-4852634,16:4796968-4802633,AutosomalRecessive,NoEvidence,2/12/2015
RPE65,HGNC:10294,1:68894505-68915637,1:68428822-68449954,AutosomalRecessive,NoEvidence,2/27/2025
RPGRIP1,HGNC:13436,14:21748242-21819460,14:21280083-21351301,AutosomalRecessive,NoEvidence,8/22/2016
RSPH1,HGNC:12371,21:43892596-43916334,21:42472486-42496224,AutosomalRecessive,,8/22/2016
RSPH4A,HGNC:21558,6:116937642-116954148,6:116616479-116632985,AutosomalRecessive,,8/22/2016
RSPO4,HGNC:16175,20:939095-982954,20:958452-1002311,AutosomalRecessive,,8/22/2016
RTTN,HGNC:18654,18:67670267-67872923,18:70003031-70205687,AutosomalRecessive,,8/22/2016
SACS,HGNC:10519,13:23902969-24007841,13:23328830-23433702,AutosomalRecessive,NoEvidence,8/22/2016
SAMHD1,HGNC:15925,20:35518176-35580111,20:36889773-36951708,AutosomalRecessive,NoEvidence,3/28/2025
SBDS,HGNC:19440,7:66452667-66460573,7:66987680-66995586,AutosomalRecessive,NoEvidence,5/8/2024
SBF2,HGNC:2135,11:9800215-10315766,11:9778668-10303837,AutosomalRecessive,,8/22/2016
SCARF2,HGNC:19869,22:20778874-20792112,22:20424584-20437825,AutosomalRecessive,NoEvidence,8/22/2016
SDCCAG8,HGNC:10671,1:243419343-243663393,1:243256041-243500091,AutosomalRecessive,NoEvidence,8/22/2016
SDHAF1,HGNC:33867,19:36486090-36487214,19:35995188-35996312,AutosomalRecessive,NoEvidence,8/22/2016
SEC23B,HGNC:10702,20:18488192-18542059,20:18507548-18561415,AutosomalRecessive,NoEvidence,8/22/2016
SEPSECS,HGNC:30605,4:25121636-25162071,4:25120014-25160582,AutosomalRecessive,,8/22/2016
SERAC1,HGNC:21061,6:158530551-158589294,6:158109519-158168262,AutosomalRecessive,,8/22/2016
SERPINA1,HGNC:8941,14:94843084-94856972,14:94376747-94390635,AutosomalRecessive,NoEvidence,5/9/2017
SERPINB6,HGNC:8950,6:2948393-2972027,6:2948159-2971793,AutosomalRecessive,NoEvidence,8/22/2016
SERPINB7,HGNC:13902,18:61420291-61472604,18:63753057-63805370,AutosomalRecessive,NoEvidence,11/13/2014
SERPINE1,HGNC:8583,7:100770385-100782528,7:101127104-101139247,AutosomalRecessive,,8/22/2016
SERPINF1,HGNC:8824,17:1665354-1680859,17:1762060-1777565,AutosomalRecessive,,8/22/2016
SGCG,HGNC:10809,13:23734647-23899301,13:23160508-23325162,AutosomalRecessive,NoEvidence,8/22/2016
SGSH,HGNC:10818,17:78183075-78194132,17:80200673-80220333,AutosomalRecessive,NoEvidence,2/12/2015
SH3TC2,HGNC:29427,5:148361713-148442625,5:148982150-149063062,AutosomalRecessive,,8/22/2016
SI,HGNC:10856,3:164696686-164796284,3:164978898-165157921,AutosomalRecessive,,8/22/2016
SIL1,HGNC:24624,5:138282413-138534057,5:138946724-139198368,AutosomalRecessive,,8/23/2021
SKIC3,HGNC:23639,5:94799598-94890681,5:95463894-95554977,AutosomalRecessive,,8/22/2016
SLC12A1,HGNC:10910,15:48498499-48596275,15:48206302-48304078,AutosomalRecessive,NoEvidence,4/28/2012
SLC12A3,HGNC:10912,16:56899119-56949762,16:56865207-56915850,AutosomalRecessive,NoEvidence,2/23/2012
SLC13A5,HGNC:23089,17:6588038-6616688,17:6684719-6713369,AutosomalRecessive,NoEvidence,8/22/2016
SLC17A5,HGNC:10933,6:74303102-74363715,6:73593379-73653992,AutosomalRecessive,NoEvidence,8/22/2016
SLC24A1,HGNC:10975,15:65903688-65953340,15:65611350-65661002,AutosomalRecessive,NoEvidence,8/22/2016
SLC25A1,HGNC:10979,22:19163094-19166249,22:19175581-19178736,AutosomalRecessive,,8/22/2016
SLC25A13,HGNC:10983,7:95749532-95951410,7:96120220-96322098,AutosomalRecessive,,8/22/2016
SLC25A19,HGNC:14409,17:73269073-73285514,17:75272992-75289433,AutosomalRecessive,NoEvidence,8/22/2016
SLC2A10,HGNC:13444,20:45338288-45364986,20:46708320-46736347,AutosomalRecessive,NoEvidence,2/1/2018
SLC30A10,HGNC:25355,1:220083787-220132440,1:219910445-219959098,AutosomalRecessive,NoEvidence,8/22/2016
SLC34A1,HGNC:11019,5:176811435-176825849,5:177384434-177398848,AutosomalRecessive,,8/22/2016
SLC34A2,HGNC:11020,4:25657473-25680370,4:25655851-25678748,AutosomalRecessive,NoEvidence,8/22/2016
SLC35C1,HGNC:20197,11:45825623-45834567,11:45804072-45813016,AutosomalRecessive,NoEvidence,8/22/2016
SLC35D1,HGNC:20800,1:67465033-67519831,1:66972976-67054148,AutosomalRecessive,NoEvidence,4/11/2016
SLC37A4,HGNC:4061,11:118894822-118901587,11:119024112-119030877,AutosomalRecessive,NoEvidence,8/22/2016
SLC38A8,HGNC:32434,16:84043272-84076400,16:84009667-84043372,AutosomalRecessive,NoEvidence,8/22/2016
SLC3A1,HGNC:11025,2:44502619-44548633,2:44275480-44322437,AutosomalRecessive,NoEvidence,3/21/2012
SLC52A3,HGNC:16187,20:740724-756628,20:760080-780033,AutosomalRecessive,,8/22/2016
SLC5A1,HGNC:11036,22:32439248-32509016,22:32043261-32113029,AutosomalRecessive,,8/22/2016
SLC6A3,HGNC:11049,5:1392909-1445555,5:1392794-1445440,AutosomalRecessive,,8/22/2016
SLC7A7,HGNC:11065,14:23242431-23289000,14:22773222-22819791,AutosomalRecessive,,8/22/2016
SLC7A9,HGNC:11067,19:33321417-33360673,19:32830511-32869767,AutosomalRecessive,NoEvidence,8/23/2021
SLURP1,HGNC:18746,8:143822367-143823824,8:142740949-142742406,AutosomalRecessive,NoEvidence,6/8/2017
SMOC1,HGNC:20318,14:70346133-70499083,14:69879416-70032366,AutosomalRecessive,NoEvidence,8/22/2016
SMOC2,HGNC:20323,6:168841864-169068672,6:168441184-168667992,AutosomalRecessive,NoEvidence,8/22/2016
SNAP29,HGNC:11133,22:21213295-21245502,22:20859007-20891214,AutosomalRecessive,,8/22/2016
SNX10,HGNC:14974,7:26331482-26414003,7:26291862-26374383,AutosomalRecessive,NoEvidence,5/15/2025
SOBP,HGNC:29256,6:107811321-107982510,6:107490117-107661306,AutosomalRecessive,NoEvidence,8/22/2016
SOST,HGNC:13771,17:41831106-41836159,17:43753738-43758791,AutosomalRecessive,NoEvidence,8/22/2012
SPATA7,HGNC:20423,14:88852001-88904804,14:88385657-88470350,AutosomalRecessive,NoEvidence,8/22/2016
SPEG,HGNC:16901,2:220299565-220358351,2:219434843-219493629,AutosomalRecessive,NoEvidence,8/22/2016
SPG21,HGNC:20373,15:65255363-65282252,15:64963022-64989914,AutosomalRecessive,,8/22/2016
SPG7,HGNC:11237,16:89574796-89624176,16:89508388-89557768,AutosomalRecessive,,8/22/2016
SPINK5,HGNC:15464,5:147443543-147516945,5:148063980-148137382,AutosomalRecessive,,8/22/2016
SRD5A2,HGNC:11285,2:31747550-31806007,2:31522480-31663009,AutosomalRecessive,NoEvidence,8/22/2012
ST14,HGNC:11344,11:130029677-130080257,11:130159782-130210362,AutosomalRecessive,NoEvidence,8/22/2016
ST3GAL5,HGNC:10872,2:86064243-86116157,2:85837120-85889034,AutosomalRecessive,NoEvidence,9/25/2014
STIL,HGNC:10879,1:47715811-47780568,1:47250139-47314896,AutosomalRecessive,,8/22/2016
STRC,HGNC:16035,15:43891761-43910998,15:43599563-43618800,AutosomalRecessive,,8/22/2016
STT3A,HGNC:6172,11:125462747-125492986,11:125591769-125623091,AutosomalRecessive,NoEvidence,8/29/2014
STUB1,HGNC:11427,16:730410-732801,16:680410-682801,AutosomalRecessive,,8/22/2016
STX11,HGNC:11429,6:144471654-144513076,6:144139963-144191939,AutosomalRecessive,,8/22/2016
STXBP2,HGNC:11445,19:7701996-7712759,19:7629793-7647873,AutosomalRecessive,,7/9/2025
SUCLG1,HGNC:11449,2:84650652-84686404,2:84423528-84459280,AutosomalRecessive,NoEvidence,8/22/2016
SUMF1,HGNC:20376,3:4402830-4508953,3:4034486-4467269,AutosomalRecessive,NoEvidence,8/22/2016
SURF1,HGNC:11474,9:136218613-136223363,9:133351758-133356487,AutosomalRecessive,,8/22/2016
SYNE4,HGNC:26703,19:36494209-36499715,19:36003307-36008813,AutosomalRecessive,NoEvidence,8/22/2016
SYT14,HGNC:23143,1:210111562-210344734,1:209938217-210171389,AutosomalRecessive,,8/22/2016
TACSTD2,HGNC:11530,1:59041105-59042924,1:58575433-58577252,AutosomalRecessive,NoEvidence,8/22/2016
TAF2,HGNC:11536,8:120743014-120845081,8:119730774-119832841,AutosomalRecessive,NoEvidence,8/22/2016
TBC1D20,HGNC:16133,20:416124-443177,20:435480-462533,AutosomalRecessive,NoEvidence,8/22/2016
TBCE,HGNC:11582,1:235530742-235615756,1:235367427-235452443,AutosomalRecessive,NoEvidence,5/17/2012
TCIRG1,HGNC:11647,11:67806492-67818362,11:68039025-68053762,AutosomalRecessive,NoEvidence,8/22/2016
TCN2,HGNC:11653,22:31003161-31023258,22:30607174-30627271,AutosomalRecessive,,8/22/2016
TCTN1,HGNC:26113,12:111051934-111087235,12:110614129-110649430,AutosomalRecessive,NoEvidence,3/23/2015
TCTN2,HGNC:25774,12:124155660-124192946,12:123671113-123708399,AutosomalRecessive,NoEvidence,8/22/2016
TDP1,HGNC:18884,14:90422271-90511108,14:89954968-90044764,AutosomalRecessive,NoEvidence,8/22/2016
TECPR2,HGNC:19957,14:102829278-102968814,14:102362941-102502477,AutosomalRecessive,NoEvidence,8/22/2016
TECTA,HGNC:11720,11:120971952-121062199,11:121101243-121191490,AutosomalRecessive,NoEvidence,2/7/2018
TFR2,HGNC:11762,7:100218043-100239175,7:100620420-100641552,AutosomalRecessive,NoEvidence,8/22/2016
TGM1,HGNC:11777,14:24718320-24732383,14:24249114-24263177,AutosomalRecessive,,8/22/2016
TGM5,HGNC:11781,15:43524788-43559126,15:43232590-43266928,AutosomalRecessive,,8/22/2016
TJP2,HGNC:11828,9:71736180-71870124,9:69121264-69255208,AutosomalRecessive,,8/22/2016
TMC6,HGNC:18021,17:76103478-76128508,17:78107397-78132427,AutosomalRecessive,NoEvidence,8/22/2016
TMC8,HGNC:20474,17:76126852-76139049,17:78130771-78142968,AutosomalRecessive,NoEvidence,8/22/2016
TMCO1,HGNC:18188,1:165693528-165738159,1:165724291-165768922,AutosomalRecessive,,8/22/2016
TMEM216,HGNC:25018,11:61160059-61166318,11:61392587-61398846,AutosomalRecessive,NoEvidence,6/30/2025
TMEM231,HGNC:37234,16:75570639-75590184,16:75536741-75556286,AutosomalRecessive,NoEvidence,8/22/2016
TMEM237,HGNC:14432,2:202484909-202508226,2:201620186-201643503,AutosomalRecessive,NoEvidence,4/9/2015
TMEM67,HGNC:28396,8:94767072-94831466,8:93754844-93832653,AutosomalRecessive,NoEvidence,8/22/2016
TMEM94,HGNC:28983,17:73452716-73496533,17:75456635-75500452,AutosomalRecessive,NoEvidence,4/1/2025
TMPRSS3,HGNC:11877,21:43791999-43816161,21:42371890-42396052,AutosomalRecessive,NoEvidence,8/22/2016
TMPRSS6,HGNC:16517,22:37461476-37505753,22:37065436-37110536,AutosomalRecessive,NoEvidence,8/22/2016
TNFRSF11B,HGNC:11909,8:119935796-119964124,8:118923557-118951885,AutosomalRecessive,,8/22/2016
TNNT1,HGNC:11948,19:55644066-55660574,19:55132698-55149206,AutosomalRecessive,NoEvidence,8/22/2016
TPK1,HGNC:17358,7:144149034-144533146,7:144451941-144836437,AutosomalRecessive,NoEvidence,8/22/2016
TPO,HGNC:12015,2:1417235-1547445,2:1374047-1543673,AutosomalRecessive,,8/22/2016
TPRN,HGNC:26894,9:140086071-140095193,9:137191619-137200741,AutosomalRecessive,NoEvidence,8/22/2016
TRAPPC9,HGNC:30832,8:140739968-141468678,8:139727725-140458579,AutosomalRecessive,NoEvidence,8/6/2015
TRDN,HGNC:12261,6:123537484-123958095,6:123216339-123636950,AutosomalRecessive,,8/22/2016
TRHR,HGNC:12299,8:110098814-110133794,8:109086585-109121565,AutosomalRecessive,,8/22/2016
TRIM2,HGNC:15974,4:154073315-154260469,4:153152163-153339317,AutosomalRecessive,NoEvidence,8/22/2016
TRIM32,HGNC:16380,9:119449584-119463578,9:116687305-116701299,AutosomalRecessive,NoEvidence,8/22/2016
TRIM37,HGNC:7523,17:57060010-57184241,17:58967201-59106880,AutosomalRecessive,NoEvidence,8/22/2016
TRIOBP,HGNC:17009,22:38093055-38172563,22:37697048-37776556,AutosomalRecessive,NoEvidence,8/22/2016
TRIP4,HGNC:12310,15:64680035-64747502,15:64387836-64455303,AutosomalRecessive,NoEvidence,8/17/2018
TRMT10A,HGNC:28403,4:100467868-100485196,4:99546711-99564039,AutosomalRecessive,NoEvidence,8/22/2016
TRMU,HGNC:25481,22:46731611-46753237,22:46335714-46357340,AutosomalRecessive,NoEvidence,8/22/2016
TRPM1,HGNC:7146,15:31293268-31453363,15:31001065-31161160,AutosomalRecessive,,8/22/2016
TSEN2,HGNC:28422,3:12525979-12581123,3:12480231-12539624,AutosomalRecessive,NoEvidence,8/22/2016
TSEN54,HGNC:27561,17:73512609-73520816,17:75516528-75524735,AutosomalRecessive,,8/22/2016
TSPEAR,HGNC:1268,21:45917776-46131487,21:44497893-44711572,AutosomalRecessive,NoEvidence,8/22/2016
TTC19,HGNC:26006,17:15903138-15932718,17:15999824-16045015,AutosomalRecessive,NoEvidence,8/22/2016
TTC21B,HGNC:25660,2:166729872-166810286,2:165873362-165953776,AutosomalRecessive,NoEvidence,8/22/2016
TTC7A,HGNC:19750,2:47143005-47303262,2:46915866-47076123,AutosomalRecessive,NoEvidence,8/22/2016
TTC8,HGNC:20087,14:89290497-89347423,14:88824153-88881079,AutosomalRecessive,,8/22/2016
TTLL5,HGNC:19963,14:76127589-76421422,14:75661246-75955079,AutosomalRecessive,NoEvidence,8/22/2016
TUBGCP6,HGNC:18127,22:50656123-50683452,22:50217694-50245023,AutosomalRecessive,NoEvidence,8/22/2016
TUFM,HGNC:12420,16:28853732-28857669,16:28842411-28846348,AutosomalRecessive,NoEvidence,8/22/2016
TUSC3,HGNC:30242,8:15397596-15624158,8:15417188-15852091,AutosomalRecessive,,12/1/2021
TWIST2,HGNC:20670,2:239756726-239832230,2:238848085-238910534,AutosomalRecessive,NoEvidence,8/22/2016
TYMP,HGNC:3148,22:50964181-50968514,22:50525752-50530085,AutosomalRecessive,,8/22/2016
TYROBP,HGNC:12449,19:36395305-36399197,19:35904403-35908295,AutosomalRecessive,NoEvidence,8/22/2016
TYRP1,HGNC:12450,9:12693385-12710285,9:12693385-12710285,AutosomalRecessive,,8/22/2016
UBE2T,HGNC:25009,1:202300785-202311064,1:202331657-202341936,AutosomalRecessive,NoEvidence,9/1/2020
UBE3B,HGNC:13478,12:109915439-109974507,12:109477634-109547829,AutosomalRecessive,NoEvidence,8/22/2016
UBR1,HGNC:16808,15:43235095-43398236,15:42942897-43106038,AutosomalRecessive,,8/22/2016
UNC80,HGNC:26582,2:210636556-210864020,2:209771832-209999296,AutosomalRecessive,NoEvidence,2/12/2025
UPB1,HGNC:16297,22:24891300-24924358,22:24495332-24528390,AutosomalRecessive,,8/22/2016
UROS,HGNC:12592,10:127473549-127511827,10:125784980-125823258,AutosomalRecessive,,8/22/2016
USB1,HGNC:25792,16:58033507-58055522,16:57999603-58021618,AutosomalRecessive,NoEvidence,11/13/2024
USH1C,HGNC:12597,11:17515447-17565963,11:17493900-17544416,AutosomalRecessive,NoEvidence,4/7/2012
USH1G,HGNC:16356,17:72912175-72919350,17:74916083-74923255,AutosomalRecessive,NoEvidence,8/22/2016
USH2A,HGNC:12601,1:215796233-216596790,1:215622891-216423448,AutosomalRecessive,,8/22/2016
UVSSA,HGNC:29304,4:1340996-1381837,4:1342011-1395989,AutosomalRecessive,,8/22/2016
VLDLR,HGNC:12698,9:2621787-2660056,9:2621787-2660056,AutosomalRecessive,,8/22/2016
VPS13A,HGNC:1908,9:79792450-80036453,9:77177534-77421537,AutosomalRecessive,,8/22/2016
VPS13B,HGNC:2183,8:100025502-100889808,8:99013274-99877580,AutosomalRecessive,NoEvidence,6/26/2013
VPS37A,HGNC:24928,8:17104467-17190964,8:17246958-17333455,AutosomalRecessive,NoEvidence,8/22/2016
VPS53,HGNC:25608,17:411908-618079,17:508668-714839,AutosomalRecessive,,8/22/2016
WDPCP,HGNC:28027,2:63346694-63815611,2:63119559-63840826,AutosomalRecessive,NoEvidence,8/22/2016
WDR35,HGNC:29250,2:20110024-20189866,2:19910263-19990105,AutosomalRecessive,NoEvidence,6/19/2013
WDR62,HGNC:24502,19:36545799-36596010,19:36054897-36111145,AutosomalRecessive,,8/22/2016
WDR72,HGNC:26790,15:53805938-54055075,15:53513741-53762878,AutosomalRecessive,NoEvidence,8/22/2016
WHRN,HGNC:16361,9:117164360-117267753,9:114402080-114505473,AutosomalRecessive,NoEvidence,8/22/2016
WNT7A,HGNC:12786,3:13857755-13921568,3:13816258-13880071,AutosomalRecessive,NoEvidence,8/22/2016
WRAP53,HGNC:25522,17:7589389-7606820,17:7686071-7703502,AutosomalRecessive,NoEvidence,12/15/2017
WRN,HGNC:12791,8:30891326-31033654,8:31033810-31176138,AutosomalRecessive,NoEvidence,10/4/2024
WWOX,HGNC:12799,16:78133551-79246564,16:78099654-79212667,AutosomalRecessive,NoEvidence,11/8/2017
XDH,HGNC:12805,2:31557187-31637608,2:31334321-31414742,AutosomalRecessive,NoEvidence,8/22/2016
XPA,HGNC:12814,9:100437191-100459622,9:97654398-97697340,AutosomalRecessive,NoEvidence,2/14/2024
XPC,HGNC:12816,3:14186647-14220101,3:14145147-14178601,AutosomalRecessive,,5/8/2024
XPNPEP3,HGNC:28052,22:41253152-41328819,22:40857148-40932815,AutosomalRecessive,NoEvidence,8/22/2016
XYLT1,HGNC:15516,16:17195626-17564817,16:17101769-17470960,AutosomalRecessive,NoEvidence,8/22/2016
ZBTB24,HGNC:21143,6:109783797-109804422,6:109462594-109483219,AutosomalRecessive,NoEvidence,8/22/2016
ZFYVE26,HGNC:20761,14:68213239-68283307,14:67728892-67816590,AutosomalRecessive,,8/22/2016
ZMYND15,HGNC:20997,17:4643128-4649414,17:4739833-4746119,AutosomalRecessive,NoEvidence,8/22/2016
ZNF141,HGNC:12926,4:331603-378657,4:337814-384868,AutosomalRecessive,,8/22/2016
